1,Bùi Tá Hán, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0314961,108.2456695
8,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
9,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
10,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
11,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
12,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
13,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
14,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0130172,108.2533133
15,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
16,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
17,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0130194,108.2534308
18,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0129448,108.2533421
19,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
20,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
21,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
22,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
23,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
24,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
25,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
26,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0128765,108.2534156
27,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127986,108.2535376
28,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0128635,108.2533878
29,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127593,108.2535924
30,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
31,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127552,108.2535922
32,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
33,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012701,108.2535852
34,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126021,108.2535151
35,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122857,108.2538926
36,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125416,108.2534392
37,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126125,108.2536541
38,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
39,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122857,108.2538926
40,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012504,108.2535601
41,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
42,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
43,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
44,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
45,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
46,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
47,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0123993,108.2537497
48,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
49,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
50,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122704,108.2537137
51,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
52,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
53,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
54,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121066,108.2537818
55,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122535,108.2538232
56,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
57,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0127553,108.2535921
58,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126694,108.2535784
59,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119116,108.25397
60,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117905,108.2540172
61,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119115,108.2539698
62,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117796,108.2539934
63,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0118551,108.253998
64,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117688,108.2539481
65,Sơn Thủy 3, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117606,108.2540941
1,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0123035,108.2551294
2,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012313,108.2551494
3,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0123313,108.255077
5,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012267,108.2550527
6,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012256,108.2550297
7,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012245,108.2550067
8,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122341,108.2549837
9,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122231,108.2549607
10,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0122131,108.2549397
11,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121741,108.2549336
12,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121958,108.2549034
13,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121886,108.2548882
14,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121813,108.254873
15,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121443,108.2548731
16,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121596,108.2548275
17,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121138,108.2548134
18,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121683,108.2547309
19,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120965,108.254779
20,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012117,108.254738
21,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0121054,108.2547136
22,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120938,108.2546892
23,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120821,108.2546648
24,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120705,108.2546404
25,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120589,108.254616
26,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120828,108.2545336
27,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120356,108.2545672
28,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120314,108.2544529
29,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120124,108.2545184
30,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0120007,108.254494
31,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119891,108.2544696
32,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119775,108.2544452
33,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119305,108.254439
34,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0119475,108.2543823
35,Sơn Thủy 4, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0118927,108.2543628
1,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.013056,108.2523694
2,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0132307,108.2522581
3,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0130038,108.2522618
4,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0132017,108.2521983
5,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0129739,108.2522001
6,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0131727,108.2521385
7,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.012944,108.2521384
8,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.013131,108.2520527
9,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0129141,108.2520768
10,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0130659,108.2520049
11,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0129545,108.2519824
12,Sơn Thủy 6, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0130304,108.2519345
1,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
2,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
3,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
4,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
5,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
6,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125678,108.2524075
7,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125524,108.2523728
8,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125371,108.252338
9,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0125223,108.2523046
10,Sơn Thủy 7, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0126358,108.2522185
1,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
2,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0112778,108.2529293
3,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
4,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0112496,108.252945
5,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
6,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0110481,108.2530574
7,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
9,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
10,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0105335,108.2533317
11,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
12,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0104723,108.2533393
13,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
14,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0104106,108.2533997
15,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
16,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0103312,108.2534064
17,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
18,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0102547,108.2534692
19,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
20,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0103089,108.2535432
21,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
22,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0103089,108.2535432
23,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
24,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
25,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
26,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117306,108.2528019
27,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0117386,108.2528178
28,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0116775,108.252831
29,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0116243,108.2528601
30,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0115712,108.2528892
31,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0115181,108.2529182
32,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0115043,108.2529258
31-33,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011523,108.2529278
34,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0114768,108.2529409
35,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0114814,108.2529856
36,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
37,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011395,108.2529856
38,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
39,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011361,108.2530608
40,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
41,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0113045,108.2530923
42,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
43,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0112309,108.2530906
44,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
45,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011083,108.2532159
46,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
47,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0108954,108.2532642
48,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
49,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0107869,108.2533347
50,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
51,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0106905,108.2533737
52,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
53,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0106501,108.2534711
54,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
55,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0105814,108.2535038
56,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
57,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0105126,108.2535365
58,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
59,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0104178,108.2535099
60,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
61,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0103757,108.2535817
62,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
63,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0103089,108.2535432
64,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
65,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0111895,108.2529531
66,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
67,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0101887,108.253706
68,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.011463,108.2529484
69,Sơn Thủy 8, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0100883,108.2537165
1,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256939,108.2481944
2,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256939,108.2481944
3,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0262122,108.2479463
4,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256718,108.2481444
5,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256483,108.248095
6,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256248,108.2480457
7,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0256014,108.2479964
8,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0255732,108.2479498
9,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0255446,108.2479035
10,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0255715,108.2478198
11,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254984,108.2478291
12,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254808,108.2478009
13,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254632,108.2477727
14,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254457,108.2477445
15,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254281,108.2477163
16,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0255547,108.2475909
17,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
18,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
19,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
20,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
21,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
22,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
23,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
24,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
25,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
26,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0254106,108.247688
27,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.024356,108.2460779
28,Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.024356,108.2460779
1,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0400009,108.2477359
2,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0396799,108.2477297
3,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0400009,108.2477359
4,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0395566,108.2478494
5,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0400009,108.2477359
6,Trần Văn Thành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam,16.0395164,108.2478297
