1,Đường Bình Kỳ, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9868027,108.2413329
32,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9908435,108.2689534
33,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
34,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.990813,108.2689102
35,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
36,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9908308,108.2688439
37,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
38,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9908081,108.2688008
39,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
40,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9907854,108.2687576
41,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
42,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9907627,108.2687144
43,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
44,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.99074,108.2686712
45,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9902612,108.2679822
46,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9907173,108.268628
47,Phan Tòng, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam,15.9901778,108.2680309
