1 Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0608725,108.2227493
513 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0515957,108.2180914
514 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520118,108.2176751
515 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0515328,108.2181229
516 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0519492,108.2178148
517 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0514629,108.2181078
518 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0519905,108.2178652
519 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0514335,108.2181381
520 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0519905,108.2178652
521 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0514042,108.2181415
522 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0513895,108.2181432
523 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0513748,108.2181449
524 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0513533,108.2181474
525 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0513317,108.2181499
526 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0517267,108.2178222
527 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512886,108.2181549
528 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0516186,108.2179566
529 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512512,108.2181594
530 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0515531,108.2179509
531 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512071,108.2181584
532 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512013,108.2181684
533 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511923,108.2181586
534 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511934,108.2181698
535 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511926,108.2181699
536 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511919,108.2181701
537 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511079,108.2181644
538 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0514078,108.2179936
539 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0510957,108.2180881
540 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0514534,108.2180357
541 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0510266,108.2181811
542 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511873,108.2181709
543 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511866,108.218171
544 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511858,108.2181712
545 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0509627,108.2181841
546 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512887,108.2179964
547 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0509003,108.2181828
548 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511828,108.2181717
549 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511821,108.2181718
550 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511813,108.218172
551 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511806,108.2181721
552 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0512092,108.2180051
553 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511791,108.2181724
554 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511783,108.2181725
555 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0507225,108.2182104
556 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0510631,108.2182245
557 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0506221,108.2181478
558 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0510718,108.2180249
559 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0511746,108.2181732
560 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.051167,108.218133
561 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0505841,108.2182178
562 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0509162,108.2181172
563 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0504628,108.218161
564 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0507748,108.2180417
565 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0504648,108.2182242
566 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0509046,108.2180646
567 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0503396,108.2181764
568 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520962,108.2180231
569 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0503498,108.2182294
570 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520886,108.2180255
571 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520848,108.2180268
572 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.052081,108.218028
573 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520773,108.2180292
574 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0507224,108.218057
575 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520697,108.2180317
576 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520132,108.2178578
577 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0520094,108.217859
578 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0506558,108.2180828
579 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0519905,108.2178652
580 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0506221,108.2181478
581 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0500683,108.2182912
582 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0504628,108.218161
583 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.050007,108.2182674
584 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0500134,108.2181345
585 Hoàng Diệu, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0497162,108.2182354
1 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0616926,108.2185405
2 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061818,108.218355
3 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0616926,108.2185405
4 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061774,108.218438
5 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061653,108.218532
6 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0617423,108.2183625
07 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0615914,108.2184996
8 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061701,108.218336
9 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061634,108.218515
10 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.0616619,108.21833
11 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0615453,108.2185155
12 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061623,108.218323
13 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0615041,108.2185069
14 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0616177,108.2183371
15 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0614642,108.2184891
16 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0616145,108.2183366
17 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0614054,108.2184765
18 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0616039,108.2183897
19 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0613178,108.2184702
20 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061408,108.2184165
21 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0613005,108.2184222
22 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061428,108.218291
23 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061642,108.2184644
24 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0614028,108.2184005
25 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061278,108.2184416
26 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061361,108.2183061
27 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611968,108.2184246
28 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061311,108.218272
29 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611918,108.2184607
30 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061272,108.218265
31 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611918,108.2184607
32 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0612301,108.2182797
33 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611918,108.2184607
34 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061191,108.2182739
35 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603699,108.2183641
36 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611519,108.2182681
37 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603699,108.2183641
38 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0611129,108.2182623
39 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603699,108.2183641
40 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.061077,108.218233
41 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603638,108.2184434
42 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.060423,108.218172
43 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603208,108.218367
44 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0604157,108.2181987
45 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0602723,108.2183629
46 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0604104,108.2181982
47 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.060206,108.2183132
48 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0604051,108.2181978
49 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0601655,108.2183299
50 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603999,108.2181974
51 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.060127,108.2183472
52 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603946,108.2181969
53 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0600096,108.2183227
54 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603894,108.2181965
55 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0599742,108.2182909
56 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.060159,108.218154
57 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0598679,108.218322
58 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603789,108.2181956
59 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0598099,108.2182985
60 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0603713,108.2182243
61 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0597928,108.2183227
62 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0602568,108.2181986
63 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0597321,108.2182952
64 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0602017,108.2182985
65 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0597304,108.2182843
66 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0602226,108.2181825
67-69 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.059646,108.2182933
68 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0602025,108.2182134
69 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0597227,108.2183168
70 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0601428,108.2182136
71 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0595798,108.2182933
72 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0601106,108.2181731
73 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0595262,108.2182933
74 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0600784,108.2181319
75 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.059877,108.2182502
76 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0600022,108.2182146
77 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0594209,108.2182669
78 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0599543,108.2182048
79 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0595828,108.218384
80 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0598648,108.2181741
81 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0592893,108.2182502
82 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0598306,108.218202
83 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0592932,108.2182003
84 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0598668,108.2181787
85 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0591258,108.2182572
86 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0597388,108.2181419
87 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0591181,108.2182382
88 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.059557,108.218114
89 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0590273,108.2182547
90 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0596395,108.2181773
91 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0589299,108.2182517
92 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0596218,108.2181774
93 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0588331,108.2182298
94 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0595613,108.218127
95 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0588067,108.218239
96 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0594938,108.2181656
97 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0587111,108.218245
98 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0594565,108.2181659
99 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0586154,108.2182417
100 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0594404,108.2181662
101 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0585199,108.2182444
102 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0594117,108.2181635
103 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0585201,108.2182383
104 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.059219,108.2182022
105 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0585199,108.2182444
106 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.059219,108.218091
107 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0585212,108.2182073
108 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0591824,108.2180598
109 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0585954,108.2182137
110 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.059145,108.218085
111 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0584681,108.2182364
112 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0591163,108.2180729
113 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0584508,108.2182357
114 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0590762,108.218056
115 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0584344,108.2182067
116 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.059033,108.218077
117 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0582644,108.2181648
118 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.058844,108.2181363
119 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0582496,108.2182422
120 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0589109,108.2181815
121 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0582016,108.2182127
122 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.058751,108.2181583
123 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
124 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0586861,108.2181483
125 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
126 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0586578,108.2181131
127 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0588261,108.2181981
128 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
129 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
130 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.058773,108.218056
131 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
132 Huỳnh Thúc Kháng, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.058736,108.218054
133 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
134 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0586984,108.2180779
135 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0577453,108.2182209
136 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0583736,108.218089
137 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0575829,108.2182288
138 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng ,16.0583021,108.2181641
139 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.058197,108.2183137
140 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0582016,108.2182127
141 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0576235,108.2182067
142 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0581836,108.2180552
143 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0575127,108.2181885
144 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0580434,108.2180478
145 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0574007,108.2181633
146 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0579586,108.218078
147 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573222,108.2181482
148 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578742,108.2179938
149 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0572801,108.2181418
150 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0572427,108.218248
151 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0572129,108.2182457
152 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.057183,108.2182435
153 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0571616,108.2181183
154 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0580778,108.2181161
155 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0576882,108.2179844
156 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578496,108.2180698
157 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578469,108.2180696
158 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578441,108.2180694
159 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578414,108.2180692
160 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578387,108.218069
161 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578359,108.2180688
162 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578337,108.2180609
163 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578204,108.2180676
164 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0578046,108.2181108
165 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0577838,108.2180649
166 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.057474,108.2181073
167 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0577363,108.2180613
168 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0577177,108.2179837
169 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0575613,108.2180482
170 Huỳnh Thúc Kháng, Bình Hiên, Q. Hải Châu, Đà Nẵng ,16.057415,108.217966
171 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573977,108.2180359
172 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573854,108.218035
173 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573785,108.2180344
174 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573716,108.2180339
175 Huỳnh Thúc Kháng, Bình Hiên, Hải Châu, Đà Nẵng ,16.0573647,108.2180334
1 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.068372,108.220358
2 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0695698,108.2203488
3 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0703908,108.2206001
4 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0696732,108.2203062
5 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0703474,108.2205923
6 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0695255,108.2202512
7 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0702945,108.220677
8 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.069073,108.220311
9 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0702744,108.2206052
10 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.06848,108.2202188
11 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0701936,108.2205556
12 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0684102,108.2201397
13 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0701663,108.2205745
14 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0683563,108.2201967
15 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0700971,108.220578
