K75/1, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
275, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0650042,108.2419713
276, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.065281,108.2402761
277, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649941,108.2419969
278, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0652917,108.240367
279, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.06497,108.2420698
280, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0650813,108.241025
281, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649752,108.2420901
282, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0653546,108.240455
283, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0648937,108.2420899
284, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0652636,108.2405092
285, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0648979,108.2421326
286, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0651943,108.2406899
287, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.064819,108.2422897
288, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0652035,108.2407226
289, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0648588,108.2424331
290, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0651525,108.2408277
291, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424701
292, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649974,108.2409389
293, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424701
294, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0650296,108.2411155
295, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424701
296, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.064975,108.2413525
297, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
298, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0650585,108.2414808
299, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
300, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0650585,108.2414808
301, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
302, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0648696,108.2416103
303, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
304, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0648864,108.2416558
305, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
306, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.064608,108.2420643
307, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
308, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646082,108.2420643
309, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
310, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
311, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
312, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
313, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
314, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
315, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
316, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
317, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
318, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
319, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
320, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
321, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
322, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
323, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649716,108.2424702
324, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
325, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
326, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
327, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649707,108.2424684
328, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
329, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
330, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
331, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
332, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
333, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
334, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
335, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
336, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
337, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
338, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
339, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
340, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
341, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
342, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
343, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
344, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
345, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
346, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
347, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
348, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
349, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
350, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
351, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
352, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
353, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
354, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
355, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
356, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
357, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
358, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
359, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
360, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
361, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
362, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
363, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
364, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
365, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
366, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
367, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
368, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
369, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
370, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
371, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
372, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
373, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
374, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
375, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
376, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
377, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
378, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
379, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
380, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
381, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
382, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
383, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
384, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
385, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
386, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
387, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
388, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
389, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
390, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
391, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
392, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
393, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
394, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
395, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
396, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
397, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
398, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
399, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
400, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
401, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
402, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
403, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
404, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
405, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0649715,108.2424702
406, Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0646083,108.2420644
1, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0711547,108.2421454
2, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708247,108.2413982
3, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0710865,108.2413961
4, Nguyễn Hữu Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0709053,108.2413954
5, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0710903,108.2415134
6, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708247,108.2413982
7, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.071094,108.2416307
8, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708247,108.2413983
9, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0710962,108.2416969
10, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708248,108.2413983
11, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0710392,108.2421494
12, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0708123,108.2413987
13, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0711021,108.2418799
14, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708334,108.2416668
15, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0710648,108.2419728
16, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.070842,108.2419353
17, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0710503,108.2421067
18, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0709499,108.2422004
19, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0711129,108.2422159
20, Nguyễn Hữu Thông,, Sơn Trà, Đà Nẵng, Việt Nam,16.0708507,108.2422038
21, Nguyễn Hữu Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0710572,108.2423292
1, Nguyễn Văn Thoại, An Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0535834,108.2371034
195/2, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0555373,108.2431862
3, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053596,108.237305
4, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0534849,108.237299
 K195/5 , Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0559552,108.2430151
6, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0534803,108.2376961
7, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053596,108.237099
8, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053601,108.237499
9, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053608,108.23713
10, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0538248,108.2379538
11, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0536492,108.2376826
12, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053708,108.237718
13, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.053723,108.2371317
14, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053754,108.237811
15, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053639,108.2372103
16, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0537271,108.2379554
17, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053657,108.23723
18, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053822,108.238063
19, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0557003,108.2447917
20, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053916,108.238408
21, Nguyễn Văn Thoại, Bắc Mỹ Phú, Hải Châu, Đà Nẵng, Việt Nam,16.0536679,108.2372646
22, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0539228,108.2385063
23, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0537195,108.2372879
24, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0539457,108.2385478
25, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0536135,108.2373368
26, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0539692,108.2386501
27, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0535847,108.2373582
28, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0539211,108.2387167
29, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0535867,108.2373619
30, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.05401,108.238743
31, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0535887,108.2373656
32, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0540172,108.2388209
33, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0537926,108.2374549
34, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0540306,108.238882
35, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0538,108.237494
36, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.054067,108.238942
37, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053815,108.237523
38, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0540478,108.2390073
39, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053829,108.237552
40, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0542055,108.2391744
41, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0538319,108.237597
42, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0541528,108.2392898
43, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053857,108.237611
44, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0541271,108.2393361
45, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0538403,108.2377767
46, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.053596,108.237305
47, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0538902,108.2377446
48, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0537996,108.2377395
49, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0539,108.237698
50, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0541852,108.2394327
51, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0539557,108.2378572
52, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.054188,108.2394465
53, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.053974,108.2379331
54, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.054178,108.2395115
55, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0539763,108.2379366
56, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0541882,108.2395466
57, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0539862,108.2379997
K227/58, Nguyễn Văn Thoại, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0577914,108.2446689
59, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0539592,108.2380265
60, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0543548,108.2396892
61, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.054024,108.238072
62, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0542658,108.2397697
63, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0539759,108.238113
64, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0542909,108.2398133
65, Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng, Việt Nam,16.0540346,108.2381624
66, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0543628,108.2397934
67, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0542191,108.2383775
68, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0542856,108.2399168
69, Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.054089,108.238356
70, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.054318,108.239948
71, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.054098,108.2387155
72, Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng, Việt Nam,16.0542486,108.2400548
