1, Đ. An Mỹ, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0642329,108.2311651
148, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558024,108.2323855
149, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.079554,108.2288561
150, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558021,108.2323855
151, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0795323,108.2288564
152, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558019,108.2323855
153, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0795125,108.2290108
154, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558017,108.2323856
155, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0795039,108.2289868
156, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558015,108.2323856
157, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0794031,108.2289999
158, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558012,108.2323857
159, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0793266,108.2290206
160, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.055801,108.2323857
161, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0793114,108.2290014
162, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558008,108.2323857
163, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0792739,108.2288596
164, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558006,108.2323858
165, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0791997,108.2290122
166, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558004,108.2323858
167, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.079203,108.228935
168, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0558001,108.2323858
169, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.079105,108.2290985
170, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557999,108.2323859
171, Trần Hưng Đạo, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0790705,108.2290257
172, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557997,108.2323859
173, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.078569,108.229156
174, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557995,108.2323859
175, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0785228,108.2288695
176, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557993,108.232386
177, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0784805,108.2288701
178, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.055799,108.232386
179, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0784474,108.2292389
180, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557988,108.2323861
181, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.078344,108.2288722
182, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557986,108.2323861
183, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0782497,108.2288736
184, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557984,108.2323861
185, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0781544,108.2289892
186, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557982,108.2323862
187, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0781077,108.2288744
188, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557979,108.2323862
189, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0780601,108.228874
190, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557977,108.2323862
191, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0780125,108.2288736
192, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557975,108.2323863
193, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.077964,108.2289781
194, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557973,108.2323863
195, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0779181,108.2288727
196, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.055797,108.2323864
197, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0778714,108.2288723
198, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557968,108.2323864
199, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0778246,108.2288718
200, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557966,108.2323864
201, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0777779,108.2288714
202, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557964,108.2323865
203, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0777311,108.228871
204, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557962,108.2323865
205, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0777739,108.22901
206, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557959,108.2323865
207, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0776365,108.2290065
208, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557957,108.2323866
209, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0776238,108.2290233
210, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557955,108.2323866
211, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0772458,108.2288664
212, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557953,108.2323866
213, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0772158,108.228866
214, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557951,108.2323867
215, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.077192,108.2288657
216, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557948,108.2323867
217, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0771682,108.2288654
218, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557946,108.2323868
219, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0773219,108.2290616
220, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557944,108.2323868
221, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0771205,108.2288647
222, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557942,108.2323868
223, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0770967,108.2288644
224, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557939,108.2323869
225, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0770728,108.2288641
226, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557937,108.2323869
227, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.077049,108.2288638
228, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557935,108.2323869
229, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0770251,108.2288635
230, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557933,108.232387
231, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0770013,108.2288632
232, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557931,108.232387
233, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0769775,108.2288628
234, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557928,108.232387
235, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0769536,108.2288625
236, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557926,108.2323871
237, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0769285,108.228967
238, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0557948,108.2324027
239, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0768775,108.2288615
240, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0768246,108.2288612
241, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0768244,108.2290123
242, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767899,108.228861
243, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767553,108.2288607
244, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767207,108.2288605
245, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766861,108.2288603
246, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766514,108.2288601
247, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766168,108.2288599
248, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765822,108.2288597
249, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765475,108.2288594
250, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765129,108.2288592
251, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764783,108.228859
252, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764436,108.2288588
253, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.076409,108.2288586
254, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763744,108.2288584
255, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763398,108.2288581
256, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763051,108.2288579
257, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762705,108.2288577
258, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762705,108.2288577
259, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762705,108.2288577
260, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762516,108.2288579
261, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762327,108.2288582
262, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762138,108.2288584
263, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761948,108.2288586
264, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761759,108.2288589
265, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.076157,108.2288591
266, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761381,108.2288593
267, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761192,108.2288596
268, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761003,108.2288599
269, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0760832,108.2290046
270, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0759778,108.2288615
271, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758766,108.2290401
272, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758349,108.2288635
273, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757971,108.2289886
274, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757656,108.2288645
275, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757358,108.2288649
276, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075706,108.2288653
277, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763696,108.2295099
278, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756463,108.2288661
279, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756183,108.2290107
280, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756096,108.2288666
281, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756044,108.2290004
282, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0755579,108.2288674
283, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0755151,108.2290135
284, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754741,108.2288685
285, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754382,108.2291217
286, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754105,108.2288694
287, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753879,108.2290143
288, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753742,108.2288699
289, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753624,108.2288701
290, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753506,108.2288702
291, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753405,108.2290057
292, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753086,108.2288708
293, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0752024,108.2289415
294, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0752482,108.2288716
295, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075218,108.2288721
296, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751878,108.2288725
297, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751592,108.2289939
298, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751429,108.2288731
299, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750374,108.2289362
300, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751078,108.2288736
301, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750743,108.2289913
302, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750366,108.2288746
303, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750004,108.2288751
304, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749642,108.2288756
305, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749301,108.2290392
306, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749067,108.2288764
307, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748854,108.2288767
308, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748642,108.228877
309, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748429,108.2288773
310, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748217,108.2288776
311, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748004,108.2288779
312, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0747792,108.2288782
313, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0747597,108.2290227
314, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.074718,108.228879
315, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0746798,108.2290136
316, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0746544,108.2288798
317, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0746321,108.2289862
318, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0746132,108.2288804
319, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745957,108.2288806
320, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745781,108.2288809
321, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745619,108.2289892
322, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745066,108.2288818
323, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0744538,108.2289784
324, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678087,108.2291153
325, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678074,108.2291058
326, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678087,108.2291153
327, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0741115,108.2288873
328, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0737837,108.2288989
329, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0734557,108.2288934
330, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0731278,108.228888
331, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727998,108.2288825
332, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727998,108.2288825
333, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727998,108.2288825
334, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0725994,108.2288896
335, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723989,108.228895
336, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0721984,108.2288926
337, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0719979,108.2288903
338, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0711862,108.2288915
339, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.071597,108.2292936
340, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.070902,108.2288848
341, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0708958,108.2291402
342, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0703282,108.2288805
343, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0703265,108.2291333
344, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0686152,108.2289294
345, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0686152,108.2289294
346, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0686152,108.2289294
347, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0679552,108.2292567
348, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0686152,108.2289294
349, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0679501,108.2292585
350, Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0686152,108.2289294
351, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0677202,108.2293193
352, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678087,108.2291153
353, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0672439,108.2294272
354, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678087,108.2291153
355, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0672666,108.2294267
356, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0678087,108.2291153
357, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0671072,108.229487
358, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
360, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
361, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0670578,108.22948
362, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
363, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0669489,108.2294807
364, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
365, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0668905,108.2295531
366, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
367, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0668569,108.2295628
368, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
369, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0668232,108.2295725
370, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
371, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0667895,108.2295822
372, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
373, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0667558,108.229592
374, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
375, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0667222,108.2296017
376, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
377, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0666885,108.2296114
378, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
379, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0666485,108.2295973
380, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
381, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0665458,108.2296289
382, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
383, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0664832,108.2296707
384, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
385, Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng, Việt Nam,16.0663843,108.2295844
386, Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng, Việt Nam,16.0519873,108.2329303
